"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"cross","wug","moke",1,"","s1203",126,"nonce.connective",8
"cross","pif","jeev",5,"","s1203",126,"nonce.connective",9
"cross","thite","dex",1,"","s1203",126,"nonce.connective",10
"cross","pif","moke",1,"","s1203",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1203",126,"nonce.connective",12
"cross","wug","dex",1,"","s1203",126,"nonce.connective",13
"cross","thite","jeev",5,"","s1203",126,"nonce.connective",14
"within","pif","wug",5,"","s1203",126,"nonce.connective",15
"within","dex","moke",5,"","s1203",126,"nonce.connective",16
"within","thite","wug",1,"","s1203",126,"nonce.connective",17
"within","wug","jiv",1,"","s1204",56,"0/3",1
"within","dex","moke",1,"","s1204",56,"0/3",2
"cross","thite","wug",1,"","s1204",56,"0/3",3
"cross","moke","pif",1,"","s1204",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1204",56,"0/3",5
"cross","dex","jiv",1,"","s1204",56,"0/3",6
"within","pif","wug",1,"","s1204",56,"0/3",7
"cross","thite","jiv",1,"","s1204",56,"0/3",8
"cross","moke","wug",1,"","s1204",56,"0/3",9
"cross","dex","pif",1,"","s1204",56,"0/3",10
"cross","moke","jiv",1,"","s1204",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1204",56,"0/3",12
"cross","thite","pif",1,"","s1204",56,"0/3",13
"cross","dex","wug",1,"","s1204",56,"0/3",14
"within","moke","thite",1,"","s1204",56,"0/3",15
"within","pif","jiv",1,"","s1204",56,"0/3",16
"within","dex","thite",1,"","s1204",56,"0/3",17
"within","jeev","thite",4,"","s1205",196,"syllables",1
"within","wug","dex",4,"","s1205",196,"syllables",2
"cross","moke","jeev",3,"","s1205",196,"syllables",3
"cross","dex","pif",4,"","s1205",196,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1205",196,"syllables",5
"cross","wug","thite",3,"","s1205",196,"syllables",6
"within","pif","jeev",3,"","s1205",196,"syllables",7
"cross","moke","thite",3,"","s1205",196,"syllables",8
"cross","dex","jeev",3,"","s1205",196,"syllables",9
"cross","wug","pif",3,"","s1205",196,"syllables",10
"cross","dex","thite",3,"","s1205",196,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1205",196,"syllables",12
"cross","moke","pif",3,"","s1205",196,"syllables",13
"cross","wug","jeev",3,"","s1205",196,"syllables",14
"within","dex","moke",3,"","s1205",196,"syllables",15
"within","pif","thite",4,"","s1205",196,"syllables",16
"within","wug","moke",4,"","s1205",196,"syllables",17
"within","thite","pif",2,"","s1206",196,"1/3",1
"within","wug","dex",2,"","s1206",196,"1/3",2
"cross","jiv","thite",2,"","s1206",196,"1/3",3
"cross","dex","moke",3,"","s1206",196,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1206",196,"1/3",5
"cross","wug","pif",2,"","s1206",196,"1/3",6
"within","moke","thite",3,"","s1206",196,"1/3",7
"cross","jiv","pif",3,"","s1206",196,"1/3",8
"cross","dex","thite",2,"","s1206",196,"1/3",9
"cross","wug","moke",2,"","s1206",196,"1/3",10
"cross","dex","pif",3,"","s1206",196,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1206",196,"1/3",12
"cross","jiv","moke",1,"","s1206",196,"1/3",13
"cross","wug","thite",1,"","s1206",196,"1/3",14
"within","dex","jiv",2,"","s1206",196,"1/3",15
"within","moke","pif",2,"","s1206",196,"1/3",16
"within","wug","jiv",2,"","s1206",196,"1/3",17
"within","dex","thite",1,"","s1207",56,"0/3",1
"within","jiv","wug",1,"","s1207",56,"0/3",2
"cross","moke","dex",1,"","s1207",56,"0/3",3
"cross","wug","pif",1,"","s1207",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1207",56,"0/3",5
"cross","jiv","thite",1,"","s1207",56,"0/3",6
"within","pif","dex",1,"","s1207",56,"0/3",7
"cross","moke","thite",1,"","s1207",56,"0/3",8
"cross","wug","dex",1,"","s1207",56,"0/3",9
"cross","jiv","pif",1,"","s1207",56,"0/3",10
"cross","wug","thite",1,"","s1207",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1207",56,"0/3",12
"cross","moke","pif",1,"","s1207",56,"0/3",13
"cross","jiv","dex",1,"","s1207",56,"0/3",14
"within","wug","moke",1,"","s1207",56,"0/3",15
"within","pif","thite",1,"","s1207",56,"0/3",16
"within","jiv","moke",1,"","s1207",56,"0/3",17
"within","jiv","wug",2,"","s1208",392,"2/3",1
"within","pif","moke",2,"","s1208",392,"2/3",2
"cross","dex","jiv",3,"","s1208",392,"2/3",3
"cross","moke","thite",2,"","s1208",392,"2/3",4
"catch",NA,NA,2,"How much is five minus two?","s1208",392,"2/3",5
"cross","pif","wug",2,"","s1208",392,"2/3",6
"within","thite","jiv",4,"","s1208",392,"2/3",7
"cross","dex","wug",4,"","s1208",392,"2/3",8
"cross","moke","jiv",4,"","s1208",392,"2/3",9
"cross","pif","thite",4,"","s1208",392,"2/3",10
"cross","moke","wug",4,"","s1208",392,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1208",392,"2/3",12
"cross","dex","thite",4,"","s1208",392,"2/3",13
"cross","pif","jiv",2,"","s1208",392,"2/3",14
"within","moke","dex",4,"","s1208",392,"2/3",15
"within","thite","wug",3,"","s1208",392,"2/3",16
"within","pif","dex",3,"","s1208",392,"2/3",17
"within","moke","thite",5,"","s1209",392,"2/3",1
"within","wug","pif",3,"","s1209",392,"2/3",2
"cross","jiv","moke",3,"","s1209",392,"2/3",3
"cross","pif","dex",3,"","s1209",392,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1209",392,"2/3",5
"cross","wug","thite",3,"","s1209",392,"2/3",6
"within","dex","moke",3,"","s1209",392,"2/3",7
"cross","jiv","thite",3,"","s1209",392,"2/3",8
"cross","pif","moke",3,"","s1209",392,"2/3",9
"cross","wug","dex",3,"","s1209",392,"2/3",10
"cross","pif","thite",3,"","s1209",392,"2/3",11
"catch",NA,NA,3,"How much is one plus zero?","s1209",392,"2/3",12
"cross","jiv","dex",3,"","s1209",392,"2/3",13
"cross","wug","moke",3,"","s1209",392,"2/3",14
"within","pif","jiv",4,"","s1209",392,"2/3",15
"within","dex","thite",3,"","s1209",392,"2/3",16
"within","wug","jiv",4,"","s1209",392,"2/3",17
"within","pif","moke",1,"","s1210",392,"semantic.baseline",1
"within","wug","thite",1,"","s1210",392,"semantic.baseline",2
"cross","jiv","pif",4,"","s1210",392,"semantic.baseline",3
"cross","thite","dex",1,"","s1210",392,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1210",392,"semantic.baseline",5
"cross","wug","moke",1,"","s1210",392,"semantic.baseline",6
"within","dex","pif",3,"","s1210",392,"semantic.baseline",7
"cross","jiv","moke",2,"","s1210",392,"semantic.baseline",8
"cross","thite","pif",2,"","s1210",392,"semantic.baseline",9
"cross","wug","dex",2,"","s1210",392,"semantic.baseline",10
"cross","thite","moke",1,"","s1210",392,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1210",392,"semantic.baseline",12
"cross","jiv","dex",1,"","s1210",392,"semantic.baseline",13
"cross","wug","pif",3,"","s1210",392,"semantic.baseline",14
"within","thite","jiv",3,"","s1210",392,"semantic.baseline",15
"within","dex","moke",4,"","s1210",392,"semantic.baseline",16
"within","wug","jiv",4,"","s1210",392,"semantic.baseline",17
"within","moke","thite",2,"","s1211",392,"semantic.baseline",1
"within","wug","dex",3,"","s1211",392,"semantic.baseline",2
"cross","pif","moke",4,"","s1211",392,"semantic.baseline",3
"cross","dex","jiv",4,"","s1211",392,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1211",392,"semantic.baseline",5
"cross","wug","thite",2,"","s1211",392,"semantic.baseline",6
"within","jiv","moke",4,"","s1211",392,"semantic.baseline",7
"cross","pif","thite",4,"","s1211",392,"semantic.baseline",8
"cross","dex","moke",3,"","s1211",392,"semantic.baseline",9
"cross","wug","jiv",4,"","s1211",392,"semantic.baseline",10
"cross","dex","thite",3,"","s1211",392,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1211",392,"semantic.baseline",12
"cross","pif","jiv",4,"","s1211",392,"semantic.baseline",13
"cross","wug","moke",3,"","s1211",392,"semantic.baseline",14
"within","dex","pif",4,"","s1211",392,"semantic.baseline",15
"within","jiv","thite",2,"","s1211",392,"semantic.baseline",16
"within","wug","pif",4,"","s1211",392,"semantic.baseline",17
"within","jiv","wug",3,"","s1212",126,"0/3",1
"within","moke","thite",1,"","s1212",126,"0/3",2
"cross","pif","jiv",4,"","s1212",126,"0/3",3
"cross","thite","dex",1,"","s1212",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1212",126,"0/3",5
"cross","moke","wug",2,"","s1212",126,"0/3",6
"within","dex","jiv",2,"","s1212",126,"0/3",7
"cross","pif","wug",2,"","s1212",126,"0/3",8
"cross","thite","jiv",3,"","s1212",126,"0/3",9
"cross","moke","dex",1,"","s1212",126,"0/3",10
"cross","thite","wug",2,"","s1212",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1212",126,"0/3",12
"cross","pif","dex",1,"","s1212",126,"0/3",13
"cross","moke","jiv",2,"","s1212",126,"0/3",14
"within","thite","pif",3,"","s1212",126,"0/3",15
"within","dex","wug",1,"","s1212",126,"0/3",16
"within","moke","pif",1,"","s1212",126,"0/3",17
"within","wug","pif",2,"","s1213",196,"1/3",1
"within","thite","dex",3,"","s1213",196,"1/3",2
"cross","moke","wug",4,"","s1213",196,"1/3",3
"cross","dex","jiv",4,"","s1213",196,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1213",196,"1/3",5
"cross","thite","pif",2,"","s1213",196,"1/3",6
"within","jiv","wug",4,"","s1213",196,"1/3",7
"cross","moke","pif",3,"","s1213",196,"1/3",8
"cross","dex","wug",4,"","s1213",196,"1/3",9
"cross","thite","jiv",2,"","s1213",196,"1/3",10
"cross","dex","pif",4,"","s1213",196,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1213",196,"1/3",12
"cross","moke","jiv",5,"","s1213",196,"1/3",13
"cross","thite","wug",4,"","s1213",196,"1/3",14
"within","dex","moke",4,"","s1213",196,"1/3",15
"within","jiv","pif",4,"","s1213",196,"1/3",16
"within","thite","moke",3,"","s1213",196,"1/3",17
"within","jiv","pif",3,"","s1214",56,"semantic.baseline",1
"within","thite","wug",3,"","s1214",56,"semantic.baseline",2
"cross","moke","jiv",3,"","s1214",56,"semantic.baseline",3
"cross","wug","dex",3,"","s1214",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1214",56,"semantic.baseline",5
"cross","thite","pif",2,"","s1214",56,"semantic.baseline",6
"within","dex","jiv",2,"","s1214",56,"semantic.baseline",7
"cross","moke","pif",2,"","s1214",56,"semantic.baseline",8
"cross","wug","jiv",4,"","s1214",56,"semantic.baseline",9
"cross","thite","dex",3,"","s1214",56,"semantic.baseline",10
"cross","wug","pif",4,"","s1214",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1214",56,"semantic.baseline",12
"cross","moke","dex",2,"","s1214",56,"semantic.baseline",13
"cross","thite","jiv",4,"","s1214",56,"semantic.baseline",14
"within","wug","moke",2,"","s1214",56,"semantic.baseline",15
"within","dex","pif",3,"","s1214",56,"semantic.baseline",16
"within","thite","moke",2,"","s1214",56,"semantic.baseline",17
"within","moke","thite",2,"","s1215",56,"rime",1
"within","wug","pif",4,"","s1215",56,"rime",2
"cross","dex","moke",2,"","s1215",56,"rime",3
"cross","pif","jeev",5,"","s1215",56,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1215",56,"rime",5
"cross","wug","thite",2,"","s1215",56,"rime",6
"within","jeev","moke",4,"","s1215",56,"rime",7
"cross","dex","thite",1,"","s1215",56,"rime",8
"cross","pif","moke",1,"","s1215",56,"rime",9
"cross","wug","jeev",2,"","s1215",56,"rime",10
"cross","pif","thite",4,"","s1215",56,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1215",56,"rime",12
"cross","dex","jeev",3,"","s1215",56,"rime",13
"cross","wug","moke",4,"","s1215",56,"rime",14
"within","pif","dex",5,"","s1215",56,"rime",15
"within","jeev","thite",5,"","s1215",56,"rime",16
"within","wug","dex",2,"","s1215",56,"rime",17
"within","wug","jiv",2,"","s1216",392,"semantic.baseline",1
"within","moke","dex",4,"","s1216",392,"semantic.baseline",2
"cross","thite","wug",2,"","s1216",392,"semantic.baseline",3
"cross","dex","pif",5,"","s1216",392,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1216",392,"semantic.baseline",5
"cross","moke","jiv",2,"","s1216",392,"semantic.baseline",6
"within","pif","wug",4,"","s1216",392,"semantic.baseline",7
"cross","thite","jiv",3,"","s1216",392,"semantic.baseline",8
"cross","dex","wug",3,"","s1216",392,"semantic.baseline",9
"cross","moke","pif",5,"","s1216",392,"semantic.baseline",10
"cross","dex","jiv",4,"","s1216",392,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1216",392,"semantic.baseline",12
"cross","thite","pif",4,"","s1216",392,"semantic.baseline",13
"cross","moke","wug",3,"","s1216",392,"semantic.baseline",14
"within","dex","thite",3,"","s1216",392,"semantic.baseline",15
"within","pif","jiv",4,"","s1216",392,"semantic.baseline",16
"within","moke","thite",5,"","s1216",392,"semantic.baseline",17
"within","thite","moke",2,"","s1217",196,"syllables",1
"within","jeev","pif",4,"","s1217",196,"syllables",2
"cross","wug","thite",2,"","s1217",196,"syllables",3
"cross","pif","dex",4,"","s1217",196,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1217",196,"syllables",5
"cross","jeev","moke",5,"","s1217",196,"syllables",6
"within","dex","thite",2,"","s1217",196,"syllables",7
"cross","wug","moke",5,"","s1217",196,"syllables",8
"cross","pif","thite",3,"","s1217",196,"syllables",9
"cross","jeev","dex",4,"","s1217",196,"syllables",10
"cross","pif","moke",2,"","s1217",196,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1217",196,"syllables",12
"cross","wug","dex",4,"","s1217",196,"syllables",13
"cross","jeev","thite",4,"","s1217",196,"syllables",14
"within","pif","wug",3,"","s1217",196,"syllables",15
"within","dex","moke",4,"","s1217",196,"syllables",16
"within","jeev","wug",2,"","s1217",196,"syllables",17
"within","pif","moke",4,"","s1218",126,"syllables",1
"within","thite","wug",2,"","s1218",126,"syllables",2
"cross","jeev","pif",4,"","s1218",126,"syllables",3
"cross","wug","dex",5,"","s1218",126,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1218",126,"syllables",5
"cross","thite","moke",1,"","s1218",126,"syllables",6
"within","dex","pif",5,"","s1218",126,"syllables",7
"cross","jeev","moke",3,"","s1218",126,"syllables",8
"cross","wug","pif",2,"","s1218",126,"syllables",9
"cross","thite","dex",4,"","s1218",126,"syllables",10
"cross","wug","moke",5,"","s1218",126,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1218",126,"syllables",12
"cross","jeev","dex",4,"","s1218",126,"syllables",13
"cross","thite","pif",5,"","s1218",126,"syllables",14
"within","wug","jeev",2,"","s1218",126,"syllables",15
"within","dex","moke",2,"","s1218",126,"syllables",16
"within","thite","jeev",2,"","s1218",126,"syllables",17
"within","thite","wug",4,"","s1219",56,"semantic.baseline",1
"within","dex","moke",3,"","s1219",56,"semantic.baseline",2
"cross","jiv","thite",2,"","s1219",56,"semantic.baseline",3
"cross","moke","pif",4,"","s1219",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1219",56,"semantic.baseline",5
"cross","dex","wug",4,"","s1219",56,"semantic.baseline",6
"within","pif","thite",5,"","s1219",56,"semantic.baseline",7
"cross","jiv","wug",3,"","s1219",56,"semantic.baseline",8
"cross","moke","thite",2,"","s1219",56,"semantic.baseline",9
"cross","dex","pif",1,"","s1219",56,"semantic.baseline",10
"cross","moke","wug",2,"","s1219",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1219",56,"semantic.baseline",12
"cross","jiv","pif",2,"","s1219",56,"semantic.baseline",13
"cross","dex","thite",2,"","s1219",56,"semantic.baseline",14
"within","moke","jiv",2,"","s1219",56,"semantic.baseline",15
"within","pif","wug",4,"","s1219",56,"semantic.baseline",16
"within","dex","jiv",3,"","s1219",56,"semantic.baseline",17
"within","pif","thite",2,"","s1220",392,"3/3",1
"within","wug","moke",3,"","s1220",392,"3/3",2
"cross","dex","pif",3,"","s1220",392,"3/3",3
"cross","moke","jiv",4,"","s1220",392,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1220",392,"3/3",5
"cross","wug","thite",2,"","s1220",392,"3/3",6
"within","jiv","pif",3,"","s1220",392,"3/3",7
"cross","dex","thite",5,"","s1220",392,"3/3",8
"cross","moke","pif",4,"","s1220",392,"3/3",9
"cross","wug","jiv",2,"","s1220",392,"3/3",10
"cross","moke","thite",3,"","s1220",392,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1220",392,"3/3",12
"cross","dex","jiv",3,"","s1220",392,"3/3",13
"cross","wug","pif",2,"","s1220",392,"3/3",14
"within","moke","dex",4,"","s1220",392,"3/3",15
"within","jiv","thite",5,"","s1220",392,"3/3",16
"within","wug","dex",2,"","s1220",392,"3/3",17
"within","moke","dex",4,"","s1221",196,"nonce.connective",1
"within","pif","thite",2,"","s1221",196,"nonce.connective",2
"cross","jeev","moke",1,"","s1221",196,"nonce.connective",3
"cross","thite","wug",1,"","s1221",196,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1221",196,"nonce.connective",5
"cross","pif","dex",1,"","s1221",196,"nonce.connective",6
"within","wug","moke",5,"","s1221",196,"nonce.connective",7
"cross","jeev","dex",1,"","s1221",196,"nonce.connective",8
"cross","thite","moke",1,"","s1221",196,"nonce.connective",9
"cross","pif","wug",1,"","s1221",196,"nonce.connective",10
"cross","thite","dex",1,"","s1221",196,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1221",196,"nonce.connective",12
"cross","jeev","wug",1,"","s1221",196,"nonce.connective",13
"cross","pif","moke",1,"","s1221",196,"nonce.connective",14
"within","thite","jeev",4,"","s1221",196,"nonce.connective",15
"within","wug","dex",3,"","s1221",196,"nonce.connective",16
"within","pif","jeev",3,"","s1221",196,"nonce.connective",17
"within","wug","moke",5,"","s1222",126,"2/3",1
"within","dex","thite",4,"","s1222",126,"2/3",2
"cross","jiv","wug",1,"","s1222",126,"2/3",3
"cross","thite","pif",1,"","s1222",126,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1222",126,"2/3",5
"cross","dex","moke",1,"","s1222",126,"2/3",6
"within","pif","wug",5,"","s1222",126,"2/3",7
"cross","jiv","moke",1,"","s1222",126,"2/3",8
"cross","thite","wug",1,"","s1222",126,"2/3",9
"cross","dex","pif",1,"","s1222",126,"2/3",10
"cross","thite","moke",1,"","s1222",126,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1222",126,"2/3",12
"cross","jiv","pif",1,"","s1222",126,"2/3",13
"cross","dex","wug",1,"","s1222",126,"2/3",14
"within","thite","jiv",4,"","s1222",126,"2/3",15
"within","pif","moke",5,"","s1222",126,"2/3",16
"within","dex","jiv",4,"","s1222",126,"2/3",17
"within","dex","moke",3,"","s1223",126,"onset",1
"within","pif","thite",3,"","s1223",126,"onset",2
"cross","wug","dex",3,"","s1223",126,"onset",3
"cross","thite","jiv",3,"","s1223",126,"onset",4
"catch",NA,NA,1,"How much is five minus two?","s1223",126,"onset",5
"cross","pif","moke",3,"","s1223",126,"onset",6
"within","jiv","dex",3,"","s1223",126,"onset",7
"cross","wug","moke",3,"","s1223",126,"onset",8
"cross","thite","dex",3,"","s1223",126,"onset",9
"cross","pif","jiv",3,"","s1223",126,"onset",10
"cross","thite","moke",3,"","s1223",126,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1223",126,"onset",12
"cross","wug","jiv",3,"","s1223",126,"onset",13
"cross","pif","dex",3,"","s1223",126,"onset",14
"within","thite","wug",3,"","s1223",126,"onset",15
"within","jiv","moke",3,"","s1223",126,"onset",16
"within","pif","wug",3,"","s1223",126,"onset",17
"within","wug","pif",1,"","s1224",126,"syllables",1
"within","thite","jeev",2,"","s1224",126,"syllables",2
"cross","dex","wug",2,"","s1224",126,"syllables",3
"cross","jeev","moke",2,"","s1224",126,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1224",126,"syllables",5
