"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"bear","van",0,"t1","bear",1,"s1382",56,"onset","moke"
"rabbit","boat",1,"t2","rabbit",0,"s1382",56,"onset","pif"
"mouse","motorcycle",1,"t2","mouse",0,"s1382",56,"onset","wug"
"bear","plane",0,"t2","plane",1,"s1383",196,"3/3","moke"
"mouse","bicycle",1,"t1","mouse",1,"s1383",196,"3/3","jiv"
"horse","van",1,"t1","horse",1,"s1383",196,"3/3","dex"
"sheep","motorcycle",0,"t2","motorcycle",1,"s1383",196,"3/3","wug"
"goldfish","boat",0,"t1","goldfish",1,"s1383",196,"3/3","pif"
"rabbit","train",1,"t2","train",1,"s1383",196,"3/3","thite"
"bear","van",1,"t2","van",1,"s1384",126,"0/3","dex"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1384",126,"0/3","pif"
"sheep","bicycle",1,"t2","bicycle",1,"s1384",126,"0/3","wug"
"mouse","plane",0,"t1","mouse",1,"s1384",126,"0/3","moke"
"horse","train",0,"t1","horse",1,"s1384",126,"0/3","jiv"
"rabbit","boat",0,"t2","rabbit",0,"s1384",126,"0/3","thite"
"bear","boat",0,"t2","boat",1,"s1385",392,"nonce.connective","jeev"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s1385",392,"nonce.connective","moke"
"horse","plane",0,"t2","horse",0,"s1385",392,"nonce.connective","pif"
"rabbit","train",1,"t2","rabbit",0,"s1385",392,"nonce.connective","wug"
"sheep","bicycle",1,"t1","sheep",1,"s1385",392,"nonce.connective","dex"
"mouse","van",0,"t1",NA,NA,"s1385",392,"nonce.connective","thite"
"mouse","bicycle",0,"t2","bicycle",1,"s1386",126,"semantic.baseline","jiv"
"bear","boat",1,"t1","boat",0,"s1386",126,"semantic.baseline","moke"
"rabbit","van",0,"t2","rabbit",0,"s1386",126,"semantic.baseline","pif"
"horse","motorcycle",1,"t1","horse",1,"s1386",126,"semantic.baseline","thite"
"sheep","train",0,"t2","sheep",0,"s1386",126,"semantic.baseline","wug"
"goldfish","plane",1,"t1","goldfish",1,"s1386",126,"semantic.baseline","dex"
"horse","plane",0,"t1","horse",1,"s1387",56,"3/3","jiv"
"bear","bicycle",0,"t2","bicycle",1,"s1387",56,"3/3","moke"
"rabbit","boat",1,"t1","rabbit",1,"s1387",56,"3/3","pif"
"mouse","train",1,"t2","train",1,"s1387",56,"3/3","dex"
"goldfish","motorcycle",1,"t2","goldfish",0,"s1387",56,"3/3","wug"
"sheep","van",0,"t1","van",0,"s1387",56,"3/3","thite"
"mouse","motorcycle",1,"t2","mouse",0,"s1388",196,"1/3","jiv"
"rabbit","bicycle",0,"t1","rabbit",1,"s1388",196,"1/3","pif"
"goldfish","train",1,"t1","goldfish",1,"s1388",196,"1/3","dex"
"horse","boat",0,"t1","horse",1,"s1388",196,"1/3","thite"
"sheep","plane",1,"t2","sheep",0,"s1388",196,"1/3","wug"
"bear","van",0,"t2","bear",0,"s1388",196,"1/3","moke"
"bear","van",0,"t2","bear",0,"s1389",392,"syllables","moke"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1389",392,"syllables","pif"
"mouse","bicycle",0,"t2","bicycle",1,"s1389",392,"syllables","wug"
"rabbit","boat",1,"t2","boat",1,"s1389",392,"syllables","dex"
"horse","train",0,"t1","train",0,"s1389",392,"syllables","jeev"
"sheep","plane",1,"t1","sheep",1,"s1389",392,"syllables","thite"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s1390",392,"1/3","wug"
"horse","boat",0,"t2","boat",1,"s1390",392,"1/3","jiv"
"sheep","bicycle",1,"t1","sheep",1,"s1390",392,"1/3","dex"
"bear","plane",0,"t2","plane",1,"s1390",392,"1/3","pif"
"mouse","train",1,"t1","mouse",1,"s1390",392,"1/3","moke"
"rabbit","van",1,"t2","van",1,"s1390",392,"1/3","thite"
"bear","boat",1,"t2","boat",1,"s1391",126,"3/3","dex"
"horse","van",1,"t2","van",1,"s1391",126,"3/3","moke"
"sheep","bicycle",0,"t1","sheep",1,"s1391",126,"3/3","thite"
"mouse","plane",0,"t2","plane",1,"s1391",126,"3/3","wug"
"rabbit","train",0,"t1","rabbit",1,"s1391",126,"3/3","pif"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1391",126,"3/3","jiv"
"bear","van",0,"t1","bear",1,"s1392",56,"3/3","wug"
"rabbit","bicycle",0,"t2","bicycle",1,"s1392",56,"3/3","dex"
"goldfish","boat",1,"t1","goldfish",1,"s1392",56,"3/3","pif"
"sheep","motorcycle",0,"t2","sheep",0,"s1392",56,"3/3","thite"
"mouse","plane",1,"t1","plane",0,"s1392",56,"3/3","jiv"
"horse","train",1,"t2","train",1,"s1392",56,"3/3","moke"
"goldfish","boat",1,"t1","goldfish",1,"s1393",56,"1/3","jiv"
"bear","bicycle",0,"t2","bicycle",1,"s1393",56,"1/3","pif"
"horse","plane",0,"t2","horse",0,"s1393",56,"1/3","dex"
"sheep","train",1,"t2","sheep",0,"s1393",56,"1/3","thite"
"mouse","motorcycle",0,"t1","motorcycle",0,"s1393",56,"1/3","moke"
"rabbit","van",1,"t1","van",0,"s1393",56,"1/3","wug"
"mouse","motorcycle",1,"t1","motorcycle",0,"s1394",196,"0/3","pif"
"bear","bicycle",0,"t2","bicycle",1,"s1394",196,"0/3","thite"
"horse","boat",1,"t1","boat",0,"s1394",196,"0/3","moke"
"sheep","van",1,"t2","sheep",0,"s1394",196,"0/3","wug"
"goldfish","plane",0,"t1","plane",0,"s1394",196,"0/3","dex"
"rabbit","train",0,"t2","rabbit",0,"s1394",196,"0/3","jeev"
"horse","train",0,"t1","train",0,"s1395",126,"nonce.connective","pif"
"sheep","boat",1,"t2","boat",1,"s1395",126,"nonce.connective","jeev"
"rabbit","bicycle",1,"t2","rabbit",0,"s1395",126,"nonce.connective","thite"
"bear","van",0,"t1","van",0,"s1395",126,"nonce.connective","dex"
"mouse","motorcycle",0,"t2","mouse",0,"s1395",126,"nonce.connective","moke"
"goldfish","plane",1,"t1","plane",0,"s1395",126,"nonce.connective","wug"
"rabbit","boat",0,"t1","rabbit",1,"s1396",56,"onset","jiv"
"bear","bicycle",0,"t2","bear",0,"s1396",56,"onset","thite"
"mouse","plane",1,"t2","plane",1,"s1396",56,"onset","dex"
"goldfish","van",1,"t1","goldfish",1,"s1396",56,"onset","wug"
"sheep","motorcycle",0,"t1","motorcycle",0,"s1396",56,"onset","moke"
"horse","train",1,"t2","train",1,"s1396",56,"onset","pif"
"sheep","train",1,"t2","sheep",0,"s1397",56,"2/3","dex"
"goldfish","van",0,"t1","van",0,"s1397",56,"2/3","moke"
"mouse","bicycle",0,"t1","mouse",1,"s1397",56,"2/3","pif"
"horse","plane",1,"t2","horse",0,"s1397",56,"2/3","thite"
"bear","motorcycle",0,"t1","bear",1,"s1397",56,"2/3","jiv"
"rabbit","boat",1,"t2","rabbit",0,"s1397",56,"2/3","wug"
"horse","motorcycle",1,"t2","horse",0,"s1398",392,"rime","dex"
"sheep","van",1,"t1","sheep",1,"s1398",392,"rime","thite"
"goldfish","train",0,"t2","goldfish",0,"s1398",392,"rime","moke"
"rabbit","plane",0,"t1","plane",0,"s1398",392,"rime","pif"
"bear","bicycle",1,"t1","bicycle",0,"s1398",392,"rime","wug"
"mouse","boat",0,"t2","mouse",0,"s1398",392,"rime","jeev"
"rabbit","boat",0,"t2","rabbit",0,"s1399",392,"nonce.connective","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s1399",392,"nonce.connective","pif"
"bear","plane",0,"t2","bear",0,"s1399",392,"nonce.connective","moke"
"horse","motorcycle",0,"t1","horse",1,"s1399",392,"nonce.connective","wug"
"mouse","van",1,"t2","mouse",0,"s1399",392,"nonce.connective","jeev"
"sheep","train",1,"t1","train",0,"s1399",392,"nonce.connective","dex"
"goldfish","boat",0,"t2","boat",1,"s1400",392,"rime","wug"
"rabbit","motorcycle",1,"t1","rabbit",1,"s1400",392,"rime","thite"
"sheep","plane",0,"t2","sheep",0,"s1400",392,"rime","moke"
"mouse","bicycle",1,"t1","bicycle",0,"s1400",392,"rime","dex"
"horse","train",1,"t1","train",0,"s1400",392,"rime","pif"
"bear","van",0,"t2","van",1,"s1400",392,"rime","jeev"
"horse","van",1,"t2","van",1,"s1401",126,"3/3","thite"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s1401",126,"3/3","dex"
"sheep","bicycle",1,"t2","bicycle",1,"s1401",126,"3/3","moke"
"rabbit","plane",0,"t1","rabbit",1,"s1401",126,"3/3","jiv"
"bear","boat",0,"t2","boat",1,"s1401",126,"3/3","pif"
"mouse","train",1,"t1","mouse",1,"s1401",126,"3/3","wug"
"bear","train",0,"t2","train",1,"s1402",56,"3/3","wug"
"rabbit","boat",0,"t1","boat",0,"s1402",56,"3/3","jiv"
"mouse","van",1,"t2","mouse",0,"s1402",56,"3/3","thite"
"goldfish","bicycle",1,"t1","bicycle",0,"s1402",56,"3/3","pif"
"horse","motorcycle",0,"t1","motorcycle",0,"s1402",56,"3/3","dex"
"sheep","plane",1,"t2","plane",1,"s1402",56,"3/3","moke"
"mouse","bicycle",1,"t2","bicycle",1,"s1403",56,"onset","thite"
"sheep","boat",1,"t2","sheep",0,"s1403",56,"onset","moke"
"bear","plane",0,"t1","plane",0,"s1403",56,"onset","jiv"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1403",56,"onset","pif"
"goldfish","van",1,"t1","van",0,"s1403",56,"onset","wug"
"horse","train",0,"t1","horse",1,"s1403",56,"onset","dex"
"mouse","van",1,"t1","mouse",1,"s1404",392,"semantic.baseline","thite"
"horse","bicycle",0,"t2","bicycle",1,"s1404",392,"semantic.baseline","moke"
"bear","motorcycle",0,"t1","bear",1,"s1404",392,"semantic.baseline","wug"
"goldfish","plane",0,"t2","plane",1,"s1404",392,"semantic.baseline","dex"
"rabbit","boat",1,"t2","boat",1,"s1404",392,"semantic.baseline","pif"
"sheep","train",1,"t1","sheep",1,"s1404",392,"semantic.baseline","jiv"
"rabbit","van",0,"t1",NA,NA,"s1405",392,"3/3","dex"
"mouse","motorcycle",1,"t1","mouse",1,"s1405",392,"3/3","moke"
"sheep","plane",1,"t1","sheep",1,"s1405",392,"3/3","wug"
"goldfish","train",0,"t2","train",1,"s1405",392,"3/3","jiv"
"bear","bicycle",1,"t2","bicycle",1,"s1405",392,"3/3","thite"
"horse","boat",0,"t2","boat",1,"s1405",392,"3/3","pif"
"horse","motorcycle",0,"t2","motorcycle",1,"s1406",126,"1/3","moke"
"bear","van",1,"t1","bear",1,"s1406",126,"1/3","wug"
"mouse","plane",0,"t1","mouse",1,"s1406",126,"1/3","jiv"
"sheep","bicycle",0,"t2","sheep",0,"s1406",126,"1/3","pif"
"rabbit","boat",1,"t2","boat",1,"s1406",126,"1/3","dex"
"goldfish","train",1,"t1","goldfish",1,"s1406",126,"1/3","thite"
"bear","bicycle",0,"t1","bicycle",0,"s1407",56,"2/3","dex"
"sheep","boat",1,"t1","sheep",1,"s1407",56,"2/3","wug"
"horse","train",1,"t1","train",0,"s1407",56,"2/3","jiv"
"goldfish","plane",0,"t2","plane",1,"s1407",56,"2/3","thite"
"mouse","van",0,"t2","mouse",0,"s1407",56,"2/3","moke"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1407",56,"2/3","pif"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1408",56,"0/3","thite"
"mouse","van",0,"t1","van",0,"s1408",56,"0/3","moke"
"goldfish","plane",1,"t2","goldfish",0,"s1408",56,"0/3","pif"
"sheep","bicycle",1,"t1","sheep",1,"s1408",56,"0/3","wug"
"horse","train",1,"t1","horse",1,"s1408",56,"0/3","dex"
"bear","boat",0,"t2","boat",1,"s1408",56,"0/3","jeev"
"bear","bicycle",1,"t1","bicycle",0,"s1409",196,"1/3","pif"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1409",196,"1/3","wug"
"goldfish","train",0,"t1","goldfish",1,"s1409",196,"1/3","dex"
"mouse","van",0,"t2","van",1,"s1409",196,"1/3","thite"
"horse","plane",1,"t2","plane",1,"s1409",196,"1/3","jiv"
"sheep","boat",1,"t1","sheep",1,"s1409",196,"1/3","moke"
"horse","motorcycle",0,"t1","motorcycle",0,"s1410",392,"semantic.baseline","dex"
"goldfish","plane",0,"t2","goldfish",0,"s1410",392,"semantic.baseline","pif"
"mouse","van",1,"t1","van",0,"s1410",392,"semantic.baseline","thite"
"sheep","bicycle",1,"t2","sheep",0,"s1410",392,"semantic.baseline","moke"
"rabbit","train",1,"t1","rabbit",1,"s1410",392,"semantic.baseline","wug"
"bear","boat",0,"t2","bear",0,"s1410",392,"semantic.baseline","jiv"
"sheep","van",0,"t1","sheep",1,"s1411",56,"syllables","pif"
"horse","plane",1,"t1","horse",1,"s1411",56,"syllables","moke"
"mouse","train",1,"t2","train",1,"s1411",56,"syllables","thite"
"bear","bicycle",0,"t1","bicycle",0,"s1411",56,"syllables","wug"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1411",56,"syllables","jeev"
"goldfish","boat",0,"t2","goldfish",0,"s1411",56,"syllables","dex"
"sheep","boat",0,"t1","boat",0,"s1412",126,"1/3","wug"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s1412",126,"1/3","dex"
"rabbit","bicycle",1,"t2","bicycle",1,"s1412",126,"1/3","thite"
"bear","plane",1,"t1","plane",0,"s1412",126,"1/3","pif"
"mouse","van",1,"t2","mouse",0,"s1412",126,"1/3","moke"
"horse","train",0,"t2","train",1,"s1412",126,"1/3","jiv"
"mouse","motorcycle",0,"t2","motorcycle",1,"s1413",392,"nonce.connective","pif"
"horse","plane",1,"t1","horse",1,"s1413",392,"nonce.connective","thite"
"sheep","bicycle",1,"t1","sheep",1,"s1413",392,"nonce.connective","wug"
"bear","train",1,"t1","bear",1,"s1413",392,"nonce.connective","moke"
"goldfish","van",0,"t2","van",1,"s1413",392,"nonce.connective","dex"
"rabbit","boat",0,"t2","boat",1,"s1413",392,"nonce.connective","jeev"
"horse","van",0,"t1","horse",1,"s1414",126,"rime","moke"
"mouse","boat",0,"t2","mouse",0,"s1414",126,"rime","jeev"
"sheep","bicycle",1,"t1","bicycle",0,"s1414",126,"rime","thite"
"bear","train",0,"t2","bear",0,"s1414",126,"rime","pif"
"rabbit","motorcycle",1,"t1","motorcycle",0,"s1414",126,"rime","wug"
"goldfish","plane",1,"t2","goldfish",0,"s1414",126,"rime","dex"
"sheep","van",1,"t1","van",0,"s1415",56,"0/3","dex"
"bear","boat",0,"t2","boat",1,"s1415",56,"0/3","pif"
"goldfish","bicycle",1,"t2","goldfish",0,"s1415",56,"0/3","moke"
"mouse","plane",0,"t2","mouse",0,"s1415",56,"0/3","jeev"
"horse","train",1,"t1","train",0,"s1415",56,"0/3","wug"
"rabbit","motorcycle",0,"t1","motorcycle",0,"s1415",56,"0/3","thite"
"bear","van",1,"t2","van",1,"s1416",392,"2/3","pif"
"horse","motorcycle",0,"t1","motorcycle",0,"s1416",392,"2/3","moke"
"mouse","plane",1,"t1","mouse",1,"s1416",392,"2/3","thite"
"rabbit","boat",1,"t2","rabbit",0,"s1416",392,"2/3","wug"
"goldfish","train",0,"t1","goldfish",1,"s1416",392,"2/3","jiv"
"sheep","bicycle",0,"t2","bicycle",1,"s1416",392,"2/3","dex"
"bear","boat",1,"t1","bear",1,"s1417",126,"onset","wug"
"mouse","van",0,"t2","van",1,"s1417",126,"onset","moke"
"sheep","motorcycle",1,"t1","sheep",1,"s1417",126,"onset","pif"
"goldfish","train",1,"t1","train",0,"s1417",126,"onset","thite"
"horse","plane",0,"t2","plane",1,"s1417",126,"onset","dex"
"rabbit","bicycle",0,"t2","rabbit",0,"s1417",126,"onset","jiv"
"mouse","plane",1,"t2","mouse",0,"s1418",126,"2/3","moke"
"rabbit","train",1,"t1","rabbit",1,"s1418",126,"2/3","jiv"
"sheep","boat",1,"t2","sheep",0,"s1418",126,"2/3","thite"
"bear","motorcycle",0,"t2","motorcycle",1,"s1418",126,"2/3","dex"
"goldfish","van",0,"t1","goldfish",1,"s1418",126,"2/3","pif"
"horse","bicycle",0,"t1","horse",1,"s1418",126,"2/3","wug"
"goldfish","van",1,"t2","goldfish",0,"s1419",196,"nonce.connective","thite"
"mouse","boat",1,"t1","mouse",1,"s1419",196,"nonce.connective","pif"
"horse","bicycle",0,"t2","bicycle",1,"s1419",196,"nonce.connective","dex"
"rabbit","motorcycle",0,"t1","motorcycle",0,"s1419",196,"nonce.connective","wug"
"sheep","train",0,"t2","sheep",0,"s1419",196,"nonce.connective","moke"
"bear","plane",1,"t1","plane",0,"s1419",196,"nonce.connective","jeev"
"rabbit","van",0,"t1","van",0,"s1420",196,"syllables","moke"
"goldfish","train",1,"t1","train",0,"s1420",196,"syllables","jeev"
"sheep","plane",0,"t2","sheep",0,"s1420",196,"syllables","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s1420",196,"syllables","wug"
"horse","boat",1,"t2","boat",1,"s1420",196,"syllables","thite"
"bear","motorcycle",1,"t1","motorcycle",0,"s1420",196,"syllables","pif"
"bear","boat",0,"t2","boat",1,"s1421",126,"semantic.baseline","thite"
"sheep","motorcycle",1,"t2","motorcycle",1,"s1421",126,"semantic.baseline","wug"
"rabbit","plane",1,"t1","rabbit",1,"s1421",126,"semantic.baseline","dex"
"mouse","van",0,"t1","van",0,"s1421",126,"semantic.baseline","pif"
"goldfish","train",1,"t2","goldfish",0,"s1421",126,"semantic.baseline","moke"
"horse","bicycle",0,"t1","horse",1,"s1421",126,"semantic.baseline","jiv"
"bear","motorcycle",1,"t2","motorcycle",1,"s1422",126,"0/3","moke"
"rabbit","van",0,"t2","van",1,"s1422",126,"0/3","jiv"
"horse","train",0,"t1","train",0,"s1422",126,"0/3","dex"
"mouse","plane",1,"t1","plane",0,"s1422",126,"0/3","thite"
"sheep","bicycle",1,"t1","sheep",1,"s1422",126,"0/3","pif"
"goldfish","boat",0,"t2","goldfish",0,"s1422",126,"0/3","wug"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1423",126,"3/3","pif"
"horse","plane",0,"t2","plane",1,"s1423",126,"3/3","jiv"
"sheep","van",1,"t1","sheep",1,"s1423",126,"3/3","moke"
"goldfish","boat",1,"t2","boat",1,"s1423",126,"3/3","dex"
"bear","bicycle",0,"t1","bear",1,"s1423",126,"3/3","wug"
"mouse","train",1,"t1","mouse",1,"s1423",126,"3/3","thite"
"goldfish","van",0,"t2","van",1,"s1424",197,"syllables","jeev"
"sheep","train",0,"t1","train",0,"s1424",197,"syllables","pif"
"bear","boat",1,"t1","boat",0,"s1424",197,"syllables","dex"
"rabbit","plane",1,"t2","rabbit",0,"s1424",197,"syllables","thite"
"horse","bicycle",0,"t1","horse",1,"s1424",197,"syllables","moke"
"mouse","motorcycle",1,"t2","mouse",0,"s1424",197,"syllables","wug"
"horse","van",0,"t1","van",0,"s1425",126,"1/3","thite"
"sheep","bicycle",1,"t2","bicycle",1,"s1425",126,"1/3","dex"
"goldfish","train",1,"t1","goldfish",1,"s1425",126,"1/3","wug"
"bear","boat",0,"t1","boat",0,"s1425",126,"1/3","jiv"
"mouse","motorcycle",0,"t2","motorcycle",1,"s1425",126,"1/3","pif"
"rabbit","plane",1,"t2","rabbit",0,"s1425",126,"1/3","moke"
"rabbit","train",1,"t1","train",0,"s1426",196,"3/3","moke"
"mouse","boat",0,"t2","boat",1,"s1426",196,"3/3","dex"
"bear","van",1,"t1","van",0,"s1426",196,"3/3","jiv"
"sheep","bicycle",0,"t2","bicycle",1,"s1426",196,"3/3","thite"
"horse","motorcycle",0,"t1","motorcycle",0,"s1426",196,"3/3","wug"
"goldfish","plane",1,"t2","plane",1,"s1426",196,"3/3","pif"
"mouse","boat",1,"t1","mouse",1,"s1427",196,"syllables","moke"
"bear","plane",0,"t2","plane",1,"s1427",196,"syllables","jeev"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s1427",196,"syllables","pif"
"rabbit","bicycle",0,"t1","rabbit",1,"s1427",196,"syllables","wug"
"horse","train",1,"t1","horse",1,"s1427",196,"syllables","dex"
"sheep","van",1,"t2","van",1,"s1427",196,"syllables","thite"
"sheep","bicycle",0,"t2","bicycle",1,"s1428",126,"2/3","pif"
"horse","motorcycle",1,"t2","horse",0,"s1428",126,"2/3","dex"
"rabbit","van",0,"t1","van",0,"s1428",126,"2/3","moke"
"bear","plane",0,"t1","bear",1,"s1428",126,"2/3","thite"
"mouse","train",1,"t2","train",1,"s1428",126,"2/3","wug"
"goldfish","boat",1,"t1","boat",0,"s1428",126,"2/3","jiv"
"mouse","train",0,"t1","train",0,"s1429",56,"1/3","dex"
"bear","plane",1,"t2","bear",0,"s1429",56,"1/3","wug"
"horse","van",1,"t1","van",0,"s1429",56,"1/3","thite"
"goldfish","bicycle",0,"t2","goldfish",0,"s1429",56,"1/3","moke"
"sheep","motorcycle",0,"t1","motorcycle",0,"s1429",56,"1/3","jiv"
"rabbit","boat",1,"t2","rabbit",0,"s1429",56,"1/3","pif"
"mouse","bicycle",1,"t1","mouse",1,"s1430",196,"0/3","jeev"
"goldfish","motorcycle",0,"t2","goldfish",0,"s1430",196,"0/3","thite"
"bear","train",0,"t1","train",0,"s1430",196,"0/3","pif"
"rabbit","plane",0,"t1","plane",0,"s1430",196,"0/3","dex"
"horse","van",1,"t2","van",1,"s1430",196,"0/3","wug"
"sheep","boat",1,"t2","sheep",0,"s1430",196,"0/3","moke"
"bear","van",0,"t1","bear",1,"s1431",56,"3/3","pif"
"sheep","bicycle",0,"t2","bicycle",1,"s1431",56,"3/3","thite"
"goldfish","motorcycle",1,"t2","motorcycle",1,"s1431",56,"3/3","moke"
"rabbit","train",1,"t1","rabbit",1,"s1431",56,"3/3","dex"
"horse","plane",1,"t1","horse",1,"s1431",56,"3/3","jiv"
"mouse","boat",0,"t2","boat",1,"s1431",56,"3/3","wug"
"bear","train",0,"t1","bear",1,"s1432",56,"syllables","wug"
"sheep","plane",1,"t1","sheep",1,"s1432",56,"syllables","thite"
"rabbit","van",1,"t2","van",1,"s1432",56,"syllables","moke"
"horse","boat",1,"t2","horse",0,"s1432",56,"syllables","pif"
"goldfish","bicycle",0,"t2","bicycle",1,"s1432",56,"syllables","jeev"
"mouse","motorcycle",0,"t1","motorcycle",0,"s1432",56,"syllables","dex"
"rabbit","van",1,"t1","rabbit",1,"s1433",56,"nonce.connective","dex"
"sheep","boat",1,"t2","boat",1,"s1433",56,"nonce.connective","moke"
"goldfish","motorcycle",0,"t1","goldfish",1,"s1433",56,"nonce.connective","thite"
"bear","train",0,"t2","train",1,"s1433",56,"nonce.connective","pif"
"mouse","bicycle",1,"t1","mouse",1,"s1433",56,"nonce.connective","wug"
"horse","plane",0,"t2","plane",1,"s1433",56,"nonce.connective","jeev"
"rabbit","train",1,"t1","rabbit",1,"s1434",56,"3/3","moke"
"bear","motorcycle",0,"t2","motorcycle",1,"s1434",56,"3/3","wug"
"goldfish","boat",1,"t2","boat",1,"s1434",56,"3/3","dex"
"mouse","plane",1,"t1","mouse",1,"s1434",56,"3/3","jeev"
"horse","bicycle",0,"t1","horse",1,"s1434",56,"3/3","pif"
"sheep","van",0,"t2","van",1,"s1434",56,"3/3","thite"
"mouse","boat",0,"t1","mouse",1,"s1435",56,"2/3","wug"
"goldfish","van",1,"t1","goldfish",1,"s1435",56,"2/3","dex"
"rabbit","plane",0,"t2","rabbit",0,"s1435",56,"2/3","moke"
"bear","motorcycle",1,"t1","motorcycle",0,"s1435",56,"2/3","thite"
"horse","bicycle",0,"t2","horse",0,"s1435",56,"2/3","jiv"
"sheep","train",1,"t2","train",1,"s1435",56,"2/3","pif"
"horse","van",1,"t1","horse",1,"s1436",126,"3/3","jiv"
"sheep","bicycle",0,"t1","sheep",1,"s1436",126,"3/3","thite"
"bear","boat",0,"t2","boat",1,"s1436",126,"3/3","moke"
"mouse","motorcycle",1,"t2","motorcycle",1,"s1436",126,"3/3","wug"
"goldfish","train",1,"t2","train",1,"s1436",126,"3/3","dex"
"rabbit","plane",0,"t1","rabbit",1,"s1436",126,"3/3","pif"
"bear","motorcycle",0,"t1","bear",1,"s1437",56,"rime","dex"
"horse","bicycle",1,"t2","horse",0,"s1437",56,"rime","pif"
"rabbit","plane",0,"t2","plane",1,"s1437",56,"rime","jeev"
"goldfish","boat",1,"t2","goldfish",0,"s1437",56,"rime","moke"
"sheep","train",0,"t1","sheep",1,"s1437",56,"rime","thite"
"mouse","van",1,"t1","mouse",1,"s1437",56,"rime","wug"
"mouse","boat",0,"t1","mouse",1,"s1438",56,"semantic.baseline","thite"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1438",56,"semantic.baseline","wug"
"bear","bicycle",1,"t2","bear",0,"s1438",56,"semantic.baseline","dex"
"sheep","plane",0,"t1","plane",0,"s1438",56,"semantic.baseline","jiv"
"rabbit","train",0,"t2","rabbit",0,"s1438",56,"semantic.baseline","moke"
"horse","van",1,"t2","horse",0,"s1438",56,"semantic.baseline","pif"
"mouse","van",0,"t1","mouse",1,"s1439",126,"3/3","pif"
"bear","boat",0,"t2","boat",1,"s1439",126,"3/3","jiv"
"sheep","plane",1,"t1","sheep",1,"s1439",126,"3/3","wug"
